trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.8, 'e': 1.0}",20,0,-68.96510839315843,"{0: 13, 1: 1, 2: 4, 3: 2, 4: 0}",0
2,False,"{'a': 0.79, 'e': 0.9998000066665778}",25,0,-152.421511680374,"{0: 15, 1: 2, 2: 4, 3: 2, 4: 2}",0
3,False,"{'a': 0.78, 'e': 0.9992001066609779}",25,0,-131.60003414109153,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 2}",0
4,False,"{'a': 0.77, 'e': 0.9982005399352042}",25,0,-165.27136784685095,"{0: 12, 1: 1, 2: 9, 3: 2, 4: 1}",0
5,False,"{'a': 0.76, 'e': 0.9968017063026194}",35,1,-169.8787591697887,"{0: 22, 1: 3, 2: 4, 3: 3, 4: 2}",1
6,False,"{'a': 0.75, 'e': 0.9950041652780258}",30,0,-119.09061195846687,"{0: 16, 1: 6, 2: 7, 3: 0, 4: 1}",0
7,False,"{'a': 0.74, 'e': 0.9928086358538663}",25,0,-95.11549755099546,"{0: 15, 1: 3, 2: 6, 3: 0, 4: 1}",0
8,False,"{'a': 0.73, 'e': 0.9902159962126371}",30,0,-190.16005670260773,"{0: 13, 1: 7, 2: 5, 3: 4, 4: 1}",0
9,False,"{'a': 0.7200000000000001, 'e': 0.9872272833756269}",20,0,-102.11848774106404,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
10,False,"{'a': 0.7100000000000001, 'e': 0.9838436927881214}",20,0,-59.00417529238437,"{0: 11, 1: 4, 2: 5, 3: 0, 4: 0}",0
11,False,"{'a': 0.7000000000000001, 'e': 0.9800665778412416}",20,0,-126.70910507895367,"{0: 13, 1: 1, 2: 2, 3: 2, 4: 2}",0
12,False,"{'a': 0.6900000000000001, 'e': 0.9758974493306055}",20,1,-82.28478348095972,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 1}",1
13,False,"{'a': 0.68, 'e': 0.9713379748520296}",25,0,-200.47914162135422,"{0: 12, 1: 1, 2: 7, 3: 3, 4: 2}",0
14,False,"{'a': 0.67, 'e': 0.9663899781345132}",30,0,-141.30640127453955,"{0: 16, 1: 6, 2: 5, 3: 2, 4: 1}",0
15,False,"{'a': 0.66, 'e': 0.9610554383107709}",30,0,-217.74190001496189,"{0: 17, 1: 3, 2: 4, 3: 3, 4: 3}",0
16,False,"{'a': 0.65, 'e': 0.955336489125606}",25,0,-171.29782712634514,"{0: 12, 1: 5, 2: 4, 3: 2, 4: 2}",0
17,False,"{'a': 0.64, 'e': 0.9492354180824408}",20,0,-152.24958650542052,"{0: 11, 1: 3, 2: 3, 3: 0, 4: 3}",0
18,False,"{'a': 0.63, 'e': 0.9427546655283462}",20,5,-53.05115346239912,"{0: 7, 1: 4, 2: 4, 3: 0, 4: 0}",1
19,False,"{'a': 0.6200000000000001, 'e': 0.9358968236779348}",20,0,-60.585961420417185,"{0: 12, 1: 1, 2: 7, 3: 0, 4: 0}",0
20,False,"{'a': 0.6100000000000001, 'e': 0.9286646355765102}",30,0,-157.53542872934386,"{0: 17, 1: 4, 2: 6, 3: 1, 4: 2}",0
21,False,"{'a': 0.6000000000000001, 'e': 0.9210609940028851}",30,5,-79.48970085315946,"{0: 15, 1: 6, 2: 3, 3: 0, 4: 1}",1
22,False,"{'a': 0.5900000000000001, 'e': 0.9130889403123083}",25,0,-128.8138770777192,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 2}",0
23,False,"{'a': 0.5800000000000001, 'e': 0.9047516632199634}",20,0,-2.553057776465763,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
24,False,"{'a': 0.5700000000000001, 'e': 0.8960524975255252}",20,0,-140.32953627024514,"{0: 10, 1: 2, 2: 5, 3: 1, 4: 2}",0
25,False,"{'a': 0.56, 'e': 0.8869949227792842}",25,0,-34.495673531552995,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 0}",0
26,False,"{'a': 0.55, 'e': 0.8775825618903728}",20,0,-84.78049831643136,"{0: 11, 1: 5, 2: 2, 3: 1, 4: 1}",0
27,False,"{'a': 0.54, 'e': 0.8678191796776499}",30,4,-149.85053710008583,"{0: 14, 1: 3, 2: 7, 3: 0, 4: 2}",1
28,False,"{'a': 0.53, 'e': 0.8577086813638242}",20,0,-117.84979317066094,"{0: 11, 1: 2, 2: 4, 3: 2, 4: 1}",0
29,False,"{'a': 0.52, 'e': 0.8472551110134161}",20,0,-101.53775571406608,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 2}",0
30,False,"{'a': 0.51, 'e': 0.8364626499151869}",25,0,-182.12650308431904,"{0: 14, 1: 2, 2: 5, 3: 1, 4: 3}",0
31,False,"{'a': 0.5, 'e': 0.8253356149096783}",35,0,-141.53893550040462,"{0: 19, 1: 6, 2: 9, 3: 0, 4: 1}",0
32,False,"{'a': 0.49000000000000005, 'e': 0.8138784566625339}",20,0,-79.28741788923168,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
33,False,"{'a': 0.48000000000000004, 'e': 0.8020957578842927}",20,10,-0.17317435632986466,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
34,False,"{'a': 0.47000000000000003, 'e': 0.7899922314973651}",20,0,-79.78735608590618,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
35,False,"{'a': 0.46, 'e': 0.7775727187509279}",30,0,-146.34961927280418,"{0: 20, 1: 3, 2: 2, 3: 3, 4: 2}",0
36,False,"{'a': 0.45, 'e': 0.7648421872844884}",35,18,1.532517491774584,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 0}",1
37,False,"{'a': 0.44000000000000006, 'e': 0.7518057291408949}",20,7,-20.683826054907144,"{0: 9, 1: 1, 2: 3, 3: 0, 4: 0}",1
38,False,"{'a': 0.43000000000000005, 'e': 0.7384685587295879}",30,0,-70.37624669330863,"{0: 20, 1: 1, 2: 9, 3: 0, 4: 0}",0
39,False,"{'a': 0.42000000000000004, 'e': 0.7248360107409052}",20,0,-78.33965231692041,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
40,False,"{'a': 0.41000000000000003, 'e': 0.7109135380122773}",20,0,-86.05361124020789,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
41,False,"{'a': 0.4, 'e': 0.6967067093471654}",25,2,-165.00629760806015,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 3}",1
42,False,"{'a': 0.39, 'e': 0.6822212072876135}",25,3,-5.644501028588099,"{0: 17, 1: 4, 2: 1, 3: 0, 4: 0}",1
43,False,"{'a': 0.38000000000000006, 'e': 0.6674628258413081}",30,0,-46.27719784740044,"{0: 24, 1: 3, 2: 2, 3: 0, 4: 1}",0
44,False,"{'a': 0.37000000000000005, 'e': 0.6524374681640519}",25,10,13.120478564856278,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
45,False,"{'a': 0.36000000000000004, 'e': 0.6371511441985802}",20,6,-12.071182087209316,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
46,False,"{'a': 0.35000000000000003, 'e': 0.6216099682706644}",20,11,4.971406537302834,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
47,False,"{'a': 0.34, 'e': 0.6058201566434628}",20,0,-82.82289472313377,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",0
48,False,"{'a': 0.33, 'e': 0.5897880250310982}",20,0,-3.0823169720566144,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
49,False,"{'a': 0.32000000000000006, 'e': 0.5735199860724567}",30,2,-86.72369531804459,"{0: 21, 1: 3, 2: 2, 3: 0, 4: 2}",1
50,False,"{'a': 0.31000000000000005, 'e': 0.5570225467662173}",25,0,-20.967409948963724,"{0: 20, 1: 2, 2: 2, 3: 1, 4: 0}",0
51,False,"{'a': 0.30000000000000004, 'e': 0.5403023058681397}",20,0,-44.73960974527678,"{0: 15, 1: 1, 2: 2, 3: 2, 4: 0}",0
52,False,"{'a': 0.3, 'e': 0.5233659512516495}",25,0,-93.46565047139354,"{0: 15, 1: 3, 2: 6, 3: 0, 4: 1}",0
53,False,"{'a': 0.3, 'e': 0.5062202572327784}",35,22,-30.55069550200034,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
54,False,"{'a': 0.3, 'e': 0.4888720818605275}",30,0,-42.35248798337563,"{0: 24, 1: 3, 2: 2, 3: 0, 4: 1}",0
55,False,"{'a': 0.3, 'e': 0.47132836417373997}",20,10,-31.372548309337326,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 1}",1
56,False,"{'a': 0.3, 'e': 0.4535961214255773}",20,0,19.28671326276576,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
